title_product_a,title_product_b,manufacturer_a,manufacturer_b,product_a_barcode,product_b_barcode,m_source_id,c_source_id
"ELGON šampūnas su argano aliejumi ARGAN SUPREME, 250 ml","ELGON šampūnas ARGAN SUPREME, 250 ml",ELGON,elgon,8050327682887,8050327682887,805032768288,18087
"CATIDRAL milteliai nuo viduriavimo geriamajam tirpalui paruošti, 12 paketėlių","CATIDRAL milteliai geriamajai suspensijai paruošti, 12 vnt.",CATIDRAL,catidral,8058265960364,8058265960364,220452,20844
"HEALTHILIFE nakvišų aliejus 1000 MG, 180 kapsulių","HEALTHILIFE nakvišų aliejus, 1000 mg, 180 kaps.",HEALTHILIFE,healthilife,5000443100249,5000443100249,500044300929,22279
"HELEN SEWARD maitinamasis šampūnas sausiems plaukams SYNEBI, 300 ml","HELEN SEWARD maitinamasis šampūnas sausiems ir pažeistiems plaukams SYNEBI, 300 ml",HELEN SEWARD,helen-seward,8011172018955,8011172018955,801117201895,19588
"MARVIS balinamoji dantų pasta, mėtų skonio, 85 ml","MARVIS dantų pasta WHITENING MINT, 85 ml",MARVIS,marvis,8004395111718,8004395111718,800439511170,25156
"HEALTHILIFE nakvišų aliejus 1000 MG, 180 kapsulių","FREEDOM tamponai MINI, 3 vnt.",HEALTHILIFE,freedom,5000443100249,4028403122316,500044300929,26442
"SAPIENS guminukai AŠVAGANDA, uogų skonio, 60 guminukų","SAPIENS guminukai AŠVAGANDA, 60 vnt.",SAPIENS,sapiens,4779052390334,4779052390334,477905239033,26236
"TRIOVIT multivitaminai, 30 kapsulių","ISDIN apsauginė, mineralinė veido emulsija PEDIATRICS, SPF50, 50 ml",TRIOVIT,isdin,383898950658,8470001788993,042216,20963
"FINLEPSIN, 200mg, pailginto atpalaidavimo tabletės, N50","RELIZEMA raminamasis kremas SPRAY & GO, 100 ml",FINLEPSIN,relizema,401933800157,8055348241167,048092,21247
"PHARMA OIL veido serumas SUNSHINE, 30 ml","PHARMA OIL veido serumas su vitaminu C SUNSHINE, 30 ml",PHARMA OIL,pharma-oil,4772140003598,4772140003598,477214000359,19882
"A-DERMA džiovinamasis losjonas pažeistai odai CYTELIUM, nuo gimimo, 100 ml","EVOLUDERM sausas šampūnas, 200 ml",A-DERMA,evoluderm,3282770104783,3760100682540,328277928472,20207
"WALMARK HERBA IMUNO RAPID, 30 tablečių","7 DAYS lakštinė veido kaukė UŽDEGANTIS PENKTADIENIS, 28 g, 1 vnt.",WALMARK,7-days,8596024013918,6940079074233,859602401391,20516
"PROTEFIX pamušalas apatiniams protezams tvirtinti, 30 vnt.","PROTEFIX apatinių protezų tvirtinimo pamušalai HAFT-POLSTER, 30 vnt.",PROTEFIX,protefix,4009932002218,4009932002218,206505,15794
"ARTELAC akių lašai SPLASH MDO, 10 ml","ARTELAC SPLASH akių lašai, 10 ml",ARTELAC,artelac,4030571007340,4030571007340,208825,16482
"MÖLLERS TOTAL, 28 Kapsulės+28 tabletės","MOLLERS TOTAL, 28 kaps.+ 28 tab.",MOLLERS,mollers,5702071501244,7070866010751,702815702000,22235
"SENI CARE drėkinamasis šampūnas su 3 % UREA, 500 ml","SENI CARE šampūnas su 3 % šlapalo, 500 ml",SENI,seni,5900516651862,5900516651862,590051669507,16468
"GRANUFLEX hidrokoloidinis tvarstis EXTRA THIN, 15 x 15 cm, 5 vnt.","GRANUFLEX hidrokoloidinis tvarstis EXTRA THIN, 15 cm x 15 cm, 5 vnt.",GRANUFLEX,granuflex,7684550504688,768455050468,768455050468,17292
"VICHY jautrios odos valiklis PURETE THERMALE 3 IN 1, 300 ml","VICHY valiklis veidui jautriai odai PURETE THERMALE, 300 ml",VICHY,vichy,3337871321994,3337871321994,333787132199,22701
"DR. BROWNS silikoninis šviežio maisto maitintuvas, nuo 4 mėn., 1 vnt.","DR. BROWNS silikoninis šviežio maisto maitintuvas, nuo 4 mėn.,žalias",DR. BROWN S,dr-brown-s,0722393157740,072239315774,072239315774,22839
"CURAPROX tarpdančių šepetėliai su žiediniu ir kampiniu koteliais CPS PRIME START, 0.9 mm, 5 vnt.","CURAPROX tarpdančių šepetėlis PRIME START CPS 09, 0.9 mm, 5 vnt., geltonas",CURAPROX,curaprox,7612412427837,7612412427837,761241242783,17881
"BABĒ lūpų pieštukas FACIAL SPF20, 4 g","BERES maisto papildai DROPS PLUS SOL, 100 ml",BABE,beres,8437011329240,5997207713619,843701132924,23112
"HUMER terminio ir jūros vandens nosies purškalas, 50 ml","HUMER kasdieniei higienai skirtas jūros vanduo nosiai, purškiamas, 50 ml",HUMER,humer,3664492021690,3664492021690,221108,23214
"MAXIM batonėlis PROTEIN BAR, aviečių skonio, 50 g","ŽOLYNĖLIS arbata ŽVARBIO ARBATĖLĖ, 1 g, 20 pakelių",MAXIM,zolynelis,5704190114145,4770161093246,570419011414,25003
"URIAGE gelinis prausiklis XEMOSE, 500 ml","URIAGE prausiklis labai sausai, į atopiją linkusiai odai XEMOSE, 500 ml",URIAGE,uriage,3661434005916,3661434005916,366143400591,18120
"A-DERMA bemuilis drėkinantis prausimosi gelis veidui, kūnui ir plaukams HYDRA PROTECTIVE, nuo 2 m., 750 ml","A-DERMA bemuilis prausimosi gelis veidui kūnui ir plaukams HYDRA PROTECTIVE, 750 ml",A-DERMA,a-derma,3282770145915,3282770145915,328277010868,18124
"EAU THERMALE AVENE purškiama apsauginė emulsija nuo saulės SUN, SPF 50+, 200 ml","AVENE purškiama veido ir kūno emulsija nuo saulės, SPF50+, 200 ml",AVENE,avene,3282770100617,3282770100617,328277905032,15727
"SUPER SENI sauskelnės, LARGE, 30 vnt.","BABOO neišsipilanti gertuvė su silikoniniu šiaudeliu, žalios spalvos, nuo 9 mėnesių, 360 ml",SENI,baboo,5900516691417,5057778080197,590051669141,26172
"B. WELL kompresorinis inhaliatorius PRO-115, 1 vnt.",B.WELL kompresorinis inhaliatorius PRO-115,B.WELL,b-well,7640156393118,7640156393118,764015639311,19216
"A-DERMA džiovinamasis losjonas pažeistai odai CYTELIUM, nuo gimimo, 100 ml","A-DERMA purškiamasis džiovinamasis losjonas CYTELIUM, pažeistai odai, 100 ml",A-DERMA,a-derma,3282770104783,3282770104783,328277928472,16127
"SVR drėkinamasis kremas mišriai ir riebiai odai SEBIACLEAR HYDRA, 40 ml","SVR drėkinamasis kremas riebiai odai SEBIACLEAR HYDRA, 40 ml",SVR,svr,3662361003594,3662361003594,340136016786,16686
"BELLA BIO BASED kasdieniniai įklotai NORMAL, LT-EKO-001, 28 vnt.","BELLA kasdieniai įklotai BIO BASED NORMAL, 28 vnt.",BELLA BIO BASED,bella,5900516307356,5900516307356,590051630735,19870
"HIPOCRAT SILICIUM, 14 pakelių","BIOFARMACIJA HIPOCRAT gelis SILICIUM, 14 pak.",HIPOCRAT,hipocrat,7290010148974,7290010148974,221117,21051
"NOVEXPERT valomoji veido kaukė su rožiniu moliu ir magniu DETOX, 75 ml","NOVEXPERT valomoji veido kaukė su rožiniu moliu ir magniu DETOX, 75 ml",NOVEXPERT,novexpert,3661467001817,3661467001817,366146700181,17066
"INOFIBER silikoninis tvarstis PLUS, 21 x 21 cm, 10 vnt.","DERMARAYS prausiklis kūnui ir plaukams atopiniam dermatitui SULPHUR, 250 ml",INOFIBER,dermarays,4779043870197,8058647842578,210901,20291
"AROMASTICK gaivos suteikiantis uostukas REFRESH, nuo 6 m., 0.8 ml","AROMASTICK gaivinantis inhaliacinis pieštukas REFRESH, 1 vnt.",AROMASTICK,aromastick,7640150980246,7640150980246,764015098024,20083
"IMUNITAL HOT DRINK, 5 pakeliai","IMUNITAL HOT DRINK, su imbieru ir citrina, 12 g, 5 vnt.",IMUNITAL,imunital,7640153061263,7640153061263,7640153061263,17323
"PRIMA vitamino D trūkumo testas (kraujyje), 1 vnt.","PRIMA testas vitamino D kiekio nustatymui kraujyje, 1 vnt.",PRIMA,prima,764016486197,7640164861975,764016486197,21679
"JORDAN CLINIC dantų pasta GUM PROTECTOR, mėtų skonio, 75 ml","JORDAN dantų pasta CLINIC GUM PROTECTOR, 75 ml",JORDAN,jordan,7310610028879,7310610028879,221504,21036
"MILDRONATE, 500mg/5ml, 5 ml, 10 ampulių, injekcinis tirpalas, N10","JORDAN dantų pasta CLINIC GUM PROTECTOR, 75 ml",MILDRONATE,jordan,475023200288,7310610028879,014290,21036
"AKUKU silikoninis šaukštelis, nuo 4 mėn., žalia spalva, 1 vnt.","AKUKU silikoninis šaukštelis, nuo 4 mėn.",AKUKU,akuku,590764400417,5907644004171,590764400417,20170
"TENA prausiamosios putos 3 IN 1, 400 ml","CANPOL BABIES silikoniniai, apvalūs žindukai S, 2 vnt.",TENA,canpol,7322540545302,5903407181158,731079001989,22057
"RAWEL SR, 1,5mg, pailginto atpalaidavimo tabletės, N30","NEOJECT švirkštas su adata, 20 ml",RAWEL SR,neoject,000000054302,1763,054302,21945
"NEUREXAN, 0,6mg+0,6mg+0,6mg+0,6mg, Tabletės, N50","HEORSHE gertuvė DENTAL CARE, nuo 9 mėnesių, pilka, 300 ml",NEUREXAN,heorshe,100000205093,7359408853170,205093,27303
"TENA prausiamosios putos 3 IN 1, 400 ml","TENA prausimosi putos WASH MOUSSE, 400 ml",TENA,tena,7322540545302,7322540545302,731079001989,21934
"SENI SOFT vienkartiniai paklotai SUPER, 60 x 60 cm, 30 vnt.","DSM drėkinamasis kremas po skutimosi su mineralais, 150 ml",SENI SOFT,dsm,5900516691288,7290008228879,211878,22191
"FLORADIX KINDERVITAL vaikams, 250 ml+matavimo indelis","PARODIUM dantenų gelis, 50 ml",FLORADIX,parodium,4004148333767,3577056016868,400414804734,22199
"EAU THERMALE AVENE greito poveikio koncentratas XERACALM A.D, 50 ml","AVENE greito raminančio poveikio koncentratas įvairaus pobūdžio niežuliui malšinti XERACALM, 50 ml",AVENE,avene,3282770389890,3282770114201,328277011420,18033
"VICHY micelinis vanduo jautriai odai PURETE THERMALE MINERAL, 400 ml","VICHY micelinis vanduo jautriai odai PURETE THERMALE, 400 ml",VICHY,vichy,3337875674928,3337875674928,333787567492,18107
"OILEDIXIN vitaminas D3, 10 ml","NIVEA skutimosi putos SENSITIVE, 200 ml",OILEDIXIN,nivea,4779028380284,4005808222742,477902838028,22798
"EVIJA apsauginis kremas su kėniu, 60 ml","URGO pleistras BAMBOO, 20 vnt.",EVIJA,urgo,4779031710078,3664492018904,219654,23215
"O.B. tamponai SUPER, 16 vnt.","O.B. tamponai ORIGINAL SUPER, 16 vnt.",O.B.,o-b,3574661350134,3574661350141,400168300131,24630
"DERMOXEN intymios higienos kremas LENITIVA, 20 ml","DERMOXEN raminamasis intymios higienos kremas LENITIVA, 20 ml",DERMOXEN,dermoxen,805177052320,8051770523208,805177052320,24793
"RENE FURTERER plaukus stiprinantis losjonas FORTICEA, 100 ml","ALKMENE dantų pasta CAVITY PROTECTION, 100 ml",RENE FURTERER,kemphor,3282770108941,4003583198160,328277010894,25167
"DUCRAY labai sausos ir į atopinį dermatitą linkusios odos prausiklis DEXYANE, 400 ml","FORAMEN PHARMA dantų šepetėlis SENSOR, 1 vnt.",DUCRAY,foramen,3282770053029,8414600355927,328277005302,25171
"GOOD SLEEP CAPS, 30 kapsulių","GYNELLA ovulės FLORA, 10 vnt.",GOOD SLEEP,gynella,4751020310735,8594071471286,4751020310735,25313
"MEDRULL neaustinės sterilios servetėlės, ULTRASOFT, 4 sluoksnių, 5 cm x 5 cm, 2 vnt.","NORDEPLAST kineziterapinis pleistras, rausvos spalvos,  5 cm x 5 m, 1 vnt.",MEDRULL,nordeplast,4742225001986,4751028536120,474222500198,26471
"ISOMONIT, 60mg, pailginto atpalaidavimo tabletės, N60","ORAL B elektrinis dantų šepetėlis IO3 SERIES MATT BLACK, 1 vnt.",ISOMONIT,oral-b,000000200397,8006540731277,200397,26342
"VICHY giliai valanti želė NORMADERM, 400 ml","VICHY giliai valanti veido želė NORMADERM, 400 ml",VICHY,vichy,3337875663083,3337875663083,333787566308,19523
"OTOSAN gerklės purškalas FORTE, apelsinų skonio, 30 ml","EVOLUDERM šampūnas DELICE DE KARITE, 400 ml",OTOSAN,evoluderm,8016887000189,3760100173086,801688700018,20186
"HAIRBURST šampūnas sausiems, pažeistiems plaukams, 350 ml","HAIRBURST šampūnas sausiems pažeistiems plaukams, 350 ml",HAIRBURST,hairburst,5060743580943,5060743580943,506074358094,20491
"OLKO tinklelis tvarsčiui Nr. 3, 1 vnt.","OLKO elastinis tinklelis Nr.3, 1 vnt.",OLKO,olko,4750376021814,4750376021814,475037602181,18212
"SWISS IMAGE šviesinamasis dieninis veido kremas WHITENING CARE, 50 ml","SWISS IMAGE dieninis veido kremas ABSOLUTE RADIANCE WHITENING, 50 ml",SWISS IMAGE,swiss-image,7640140380957,7640140380957,764014038095,20591
"MULTI-GYN tabletės makšties plovimo skysčiui ruošti, 10 tablečių","SWISS IMAGE dieninis veido kremas ABSOLUTE RADIANCE WHITENING, 50 ml",MULTI-GYN,swiss-image,8714207000443,7640140380957,871420743010,20591
"AVENE koncentruotas putlinamasis serumas brandžiai odai HYALURON ACTIVE B3, 30 ml","AVENE koncentruotas putlinamasis veido serumas brandžiai odai HYALURON ACTIVE B3, 30 ml",AVENE,avene,3282770153101,3282770153101,220342,20639
"BIOB kūno prausiklis su prebiotikais CARE, 300 ml","BIOB dušo gelis CARE, 300 ml",BIOB,biob,5745000222056,5745000222056,574500022205,23077
"MY GASTRIC gyvybingosios bakterijos SPOREBIOTIC, nuo 6 m., 10 kapsulių","MY GASTRIC gerosios bakterijos sporose + fermentų mišinys SPOREBIOTIC , 10 kaps.",MY GASTRIC,my-gastric,5430001901078,5430001901078,543000190107,18985
"ACCU-CHEK infuzijos rinkinys SPIRIT, Nr. 3, 1 vnt.","ACCU-CHEK insulino pompos SPIRIT, infuzijos rinkinys, Nr. 3, 1 vnt.",ACCU-CHEK,accu-check,1000000017854,000000000048,200686,22344
"NOLITERAX, 10mg/2,5mg, plėvele dengtos tabletės, N30","SENI sauskelnės Optima Plus, M, 10 vnt.",NOLITERAX,seni,000000201129,5900516691882,201129,22558
"YOU 2.0 kolageno vieno gurkšnio kokteilis, 7 x 25 ml, 7 buteliukai","YOU 2.0 kolageno šotai, 25 ml, 7 vnt.",YOU 2.0,you-2-0,4771544224486,4771544224486,477154422448,19514
"CARE LADY, 30 tablečių","YADAH intensyviai drėkinanti ir jauninanti veido kaukė DAILY VEGE, 1 vnt.",VITABALANS,yadah,6410530085981,8809340385974,641053008598,21659
"SEBAMED valomasis vanduo į aknę linkusiai odai CLEAR FACE, 150 ml","SEBAMED tonikas CLEAR FACE, 150 ml",SEBAMED,sebamed,4103040135049,4103040135049,410304013252,21895
"EUCERIN paakių kremas HYALURON-FILLER nuo raukšlių, SPF 15, 15 ml","EUCERIN paakių kremas nuo raukšlių su hialuronu HYALURON FILLER, 15 ml",EUCERIN,eucerin,4005800025631,4005800025631,400580002563,22262
"HÅRKONTROLL maisto papildai plaukams BOOST, 60 dengtų tablečių","HÅRKONTROLL maisto papildai plaukams BOOST, 60 tab.",HARKONTROLL,harkontroll,7393471800600,7393471800600,739347180060,20002
"PRESTARIUM, 5mg, burnoje disperguojamosios tabletės, N30","NIVEA universalus odos kremas, 30 ml",PRESTARIUM,nivea,539118929007,42283379,539118929007,23125
"MIRAMILE augalinės pastilės su cinku ir beta gliukanais STRONG, 12 pastilių","MIRAMILE augalinės pastilės STRONG su cinku ir beta gliukanais , 12 past.",MIRAMILE,miramile,7640153062048,7640153062048,764015306204,20124
"GREENIFY Vegan Beauty Shots, plaukų, odos, nagų grožiui, 25ml, N14, 14 buteliukų","GREENIFY plaukų, odos, nagų grožiui VEGAN BEAUTY SHOTS, 14 vnt.",GREENIFY,greenify,7640153062215,7640153062215,220212,20299
"SVR pienelis veidui ir kūnui SUN SECURE LAIT, SPF 50+, nuo 1 m., 100 ml","SVR pienelis veidui ir kūnui SUN SECURE LAIT, SPF50+, 100 ml",SVR,svr,3662361001996,3662361001996,366236100199,25258
"SYMBIOSYS ALFLOREX, 30 kapsulių","ROYAL GREEN BIO Seleno kompleksas, 60 kaps.",SYMBIOSYS,royal-green,3583316027505,8710267031038,358331602750,20377
"OLKO guminis tvarstis MARTENSO, 5 m x 5,5 cm, kūno spalva, 1 vnt.","ECOSH chaga su juoduoju česnaku, 90 kaps.",OLKO,ecosh,475083700009,4741609224102,475083700009,20623
"ECOSH vitaminas B3 (niacinas), 250 mg NE, 90 kapsulių","ECOSH bioaktyvus vitaminas B3, 250 mg, 90 kaps.",ECOSH,ecosh,4741609211751,4741609211751,219582,20633
"VIRONOX STIPRUS IMUNITETAS, 7 paketėliai","VIRONOX stiprus imunitetas+, 7 pak.",VIRONOX,vironox,4771316314469,4771316314469,220326,20706
"PHARMACERIS A multilipidinis kremas LIPO SENSILIUM, 50 ml","PHARMACERIS multilipidinis tonizuojantis veido kremas A LIPO-SENSILIUM, 50 ml",PHARMACERIS,pharmaceris,5900717163416,5900717163416,590071716341,15055
"PHARMACERIS T valiklis SEBO ALMOND CLARIS, 190 ml","PHARMACERIS valomasis skystis riebiai mišriai odai T SEB0-ALMOND-CLARIS, 190 ml",PHARMACERIS,pharmaceris,5900717140615,5900717140615,590071714061,15524
"ECOSH kvercetinas su vitamino C kompleksu, 40 kapsulių","ECOSH Kvercetinas su vitamino C kompleksu, 40 kapsulių",ECOSH,ecosh,4741609211171,4741609211171,474160921117,21073
"CORDIPIN XL, 40mg, pailginto atpalaidavimo tabletės, N20","NEW NORDIC TURMERIC, guminukai, 60 vnt.",CORDIPIN XL,new-nordic,383898950011,5021807003174,043670,21217
"UPSARIN C 330 mg/200 mg, Šnypščiosios tabletės, N20","LIFEPLAN VITAMIN B COMPLEX MEGA, 60 tab.",UPSARIN,lifeplan,358555103849,5019205000260,049984,21400
"HIPOCRAT gelis GASTROCHLORID, 10 pakelių","BIOFARMACIJA HIPOCRAT gelis virškinimui GASTROCHLORID, 10 pak.",HIPOCRAT,hipocrat,7290010147397,7290010147397,223011,21430
"NOREVA naktinis pigmentines dėmes mažinantis kremas TRIO WHITE XP, 30 ml","NOREVA naktinis pigmentines dėmes šalinantis kremas Trio White, 30 ml",NOREVA,noreva,3571940002180,3571940002180,357194000218,16532
"MULBERRY, 60 tablečių","NEW NORDIC MULBERRY, 60 tab.",NEW NORDIC,new-nordic,5021807797608,5021807797608,502180779760,22367
"PROFERTIL, 180 kapsulių","PROFERTIL, 180 kaps.",PROFERTIL,profertil,9120017070337,9120017070290,912001707029,22528
"TOPICREM savaiminio įdegio losjonas, 200 ml","TOPICREM savaiminio įdegio losjonas UM TAN, 200 ml",TOPICREM,topicrem,3700281702897,3700281702897,370028170289,16784
"ANALGINAS SANITAS, 500mg/ml, 2 ml, injekcinis tirpalas, N10","MAGVIT 300 MG MAGNESIUM + B6 GO, buteliukai, 8 vnt.",ANALGINAS SANITAS,magvit,477032646003,5400951991337,010295,25372
"NOUGHTY šampūnas su ramunėlių ir citrinų ekstraktais šviesiai dažytiems plaukams, 250 ml","NOUGHTY šviesiai dažytų plaukų šampūnas su ramunėlių ir citrinų ekstraktais BLONDIE LOCK, 250 ml",NOUGHTY,noughty,506052301039,5060523010394,506052301039,17059
"NOVEXPERT stangrinamasis paakių kremas su vitaminu C, 15 ml","NOVEXPERT stangrinamasis paakių kremas su vitaminu C, 15 ml",NOVEXPERT,novexpert,3661467000667,3661467000667,366146700066,17074
"PHILIPS AVENT silikoninis žindukas NATURAL RESPONSE (1/652), lėta tėkmė, (3),  nuo 1 mėn., 2 vnt.","LIVOL EXTRA vitaminas D 4000TV, 120 kaps.",AVENT,livol,8710103985112,5702071505938,871010356815,27120
"TEPE tarpdančių šepetėliai, 0,45 mm, oranžinė spalva, 6 vnt.","ECOSH KININIS KORDICEPSAS, 90 kaps.",TEPE,ecosh,7317400011714,4741609222016,222527,20624
"ACCU-CHEK infuzijos rinkinys SPIRIT, Nr. 3, 1 vnt.","CYTOPLAN vaikams Kids Immunovite, 60 kaps.",ACCU-CHEK,cytoplan,1000000017854,5060202183548,200686,20709
"MULTI-B STRONG, 30 tablečių","YOU 2.0 L-Karnitinas avietė, 300 g",VITABALANS,you-2-0,6410530085868,4779055090224,043605,21124
"METFORMIN WORWAG, 1000mg, plėvele dengtos tabletės, N120","FLEXIT DRINK apelsinų skonio milteliai, 400 g",METFORMIN WORWAG,flexit-drink,000000201102,8594014865073,201102,22556
"PHARMACERIS A vandens pagrindo kremas HYALURO SENSILIUM, 40 ml","PHARMACERIS vandens pagrindo veido kremas su hialurono rūgštimi A HYALURO-SENSILIUM, 40ml",PHARMACERIS,pharmaceris,5900717160057,5900717160057,590071716005,18054
"FILORGA atspalvį suteikiantis maitinamasis lūpų balzamas NUTRI FILLER, 4 ml","FILORGA maitinamasis putlinamasis lūpų balzamas NUTRI FILLER, 4 ml",FILORGA,filorga,3401360120075,3401360120075,340136012007,18188
"EUCERIN intensyvaus poveikio lakštinė kaukė HYALURON-FILLER, 1 vnt.","EUCERIN intensyvaus poveikio veido kaukė HYALURON- FILLER, 1 vnt.",EUCERIN,eucerin,4005800260148,4005800260148,216294,18251
"BIODERMA ypač švelnus valomasis vanduo ABCDERM H2O, 100 ml","BIODERMA švelnus micelinis valomasis vanduo kūdikiams ir vaikams ABCDERM H2O, 100 ml",BIODERMA,bioderma,3701129801994,3701129801994,340139537664,18528
"EUCERIN rankų kremas brandžiai odai HYALURON-FILLER + ELASTICITY, SPF 30, 75 ml","EUCERIN kremas rankoms HYALURON FILLER+ELASTICITY, 75 ml",EUCERIN,eucerin,4005800287442,4005800287442,400580028744,18582
"INSTITUT ESTHEDERM PARIS hialurono rūgšties serumas INTENSIVE HYALURONIC, 30 ml","INSTITUT ESTHEDERM PARIS serumas su hialurono rūgštimi, 30 ml",ESTHEDERM,esthederm,3461020014014,3461020014014,346102001401,18607
"APIVITA paakių kaukė su vynuogėmis EXPRESS BEAUTY, 2 ml x 2 vnt.","APIVITA akių srities kaukė su vynuogėmis EXPRESS BEAUTY, 2 vnt., 2 ml",APIVITA,apivita,520127907231,5201279072315,520127907231,19139
"APIVITA drėkinamoji veido kaukė su alavijais EXPRESS BEAUTY, 8 ml x 2 vnt.","APIVITA drėkinamoji veido kaukė su alavijais EXPRESS BEAUTY,  2 vnt., 8 ml",APIVITA,apivita,5201279081799,5201279081799,520127907215,19164
"FILLERINA 14 dienų kosmetinio užpildo rinkinys su 6 hialurono rūgštimis ir peptidais, 2 lygis, 30 ml x 2 vnt.","FILLERINA dermatologinio kosmetinio užpildo rinkinys su 6 hialurono rūgštimis, 2 lygis, 2 vnt., 30 ml",FILLERINA,fillerina,100000214579,8051417235549,805141723555,19204
"VICHY skaistinamasis veido serumas LIFTACTIV SUPREME VITAMIN C, 20 ml","VICHY hipoalerginis, skaistinamasis serumas veidui LIFTACTIV SUPREME VITAMIN C, 20ml",VICHY,vichy,3337875796583,3337875796583,333787579658,19518
"MIZON stangrinantis veido kremas su kolagenu, 50 ml","MIZON veido kremas COLLAGEN POWER FIRMING ENRICHED, 50 ml",MIZON,mizon,8809663751661,8809663751661,880932590114,19743
"FILORGA intensyviai drėkinantis veido kremas HYDRA-HYAL, 50 ml","FILORGA intensyviai drėkinantis veido kremas HYDRA-HYAL, 50 ml",FILORGA,filorga,3540550000237,3540550000237,354055000023,19725
"MIZON atstatomasis veido odos serumas su sraigių sekretu, 30 ml","MIZON veido serumas MULTIFUNCTIONAL FORMULA SNAIL REPAIR INTENSIVE AMPOULE, 30 ml",MIZON,mizon,8809663751623,8809663751623,880932590234,19746
"CLINIC WAY, Nr.4 dieninis veido kremas nuo raukšlių 60+, SPF20, 50 ml","CLINIC WAY stangrinamasis dieninis veido kremas su peptidais, SPF20, Nr.4, 50 ml",CLINIC WAY,clinic-way,5900717574915,5900717574915,590071757111,19788
"VICTORIA BEAUTY atkuriamoji aliejinė plaukų kepurė-kaukė, 1 vnt.","VICTORIA BEAUTY atkuriamoji aliejinė plaukų kepurė - kaukė, 1 vnt.",VICTORIA BEAUTY,victoria-beauty,3800038723202,3800038723202,380003872320,20102
